English,Type,Episodes,Status,Start_Aired,End_Aired,Premiered,Studios,Source,Genres,Demographics,Score,Popularity,Favorites
Dragon Ball Z Battle of Gods,Movie,1,Finished Airing,"Mar 30, 2013",Not Available,Unknown,Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,7.391,1027,233
Unknown,Movie,1,Finished Airing,"Aug 22, 2020",Not Available,Unknown,Lerche,Manga,"Boys Love, Drama, Romance, Slice of Life",Unknown,8.151,1028,1438
Rail Wars!,TV,12,Finished Airing,"Jul 4, 2014","Sep 19, 2014",Summer 2014,Passione,Light novel,"Action, Ecchi",Unknown,6.391,1029,276
Shadows House,TV,13,Finished Airing,"Apr 11, 2021","Jul 4, 2021",Spring 2021,CloverWorks,Manga,"Slice of Life, Supernatural",Seinen,7.771,1030,1536
Rewrite,TV,13,Finished Airing,"Jul 2, 2016","Sep 24, 2016",Summer 2016,8bit,Visual novel,"Action, Comedy, Romance, Supernatural",Unknown,6.661,1031,570
The 8th son? Are you kidding me?,TV,12,Finished Airing,"Apr 2, 2020","Jun 18, 2020",Spring 2020,"SynergySP, Shin-Ei Animation",Light novel,"Action, Fantasy",Unknown,6.251,1032,423
Children Who Chase Lost Voices,Movie,1,Finished Airing,"May 7, 2011",Not Available,Unknown,CoMix Wave Films,Original,"Adventure, Fantasy, Romance",Unknown,7.531,1033,616
Samurai Harem,TV,12,Finished Airing,"Jan 9, 2009","Mar 27, 2009",Winter 2009,AIC,Manga,"Comedy, Romance, Ecchi",Shounen,6.721,1034,349
Unknown,TV,12,Finished Airing,"Apr 6, 2019","Jun 22, 2019",Spring 2019,C2C,4-koma manga,"Comedy, Slice of Life",Shounen,7.481,1035,1182
Tokyo Ghoul Pinto,OVA,1,Finished Airing,"Dec 25, 2015",Not Available,Unknown,Pierrot,Light novel,"Action, Fantasy, Horror",Seinen,7.211,1036,354
That Time I Got Reincarnated as a Slime OAD,OVA,5,Finished Airing,"Jul 9, 2019","Nov 27, 2020",Unknown,8bit,Manga,"Action, Adventure, Comedy, Fantasy",Unknown,7.491,1037,468
La storia della Arcana Famiglia,TV,12,Finished Airing,"Jul 1, 2012","Sep 16, 2012",Summer 2012,J.C.Staff,Visual novel,"Action, Fantasy, Romance",Shoujo,6.261,1038,337
"Miss Kobayashi's Dragon Maid Valentine's, and Then Hot Springs! (Please Don't Get Your Hopes Up)",Special,1,Finished Airing,"Sep 20, 2017",Not Available,Unknown,Kyoto Animation,Manga,"Fantasy, Slice of Life",Unknown,7.731,1039,254
Unknown,TV,12,Finished Airing,"Apr 9, 2014","Jul 2, 2014",Spring 2014,Bones,Manga,"Action, Comedy, Supernatural, Ecchi",Shounen,5.891,1040,198
Revolutionary Girl Utena,TV,39,Finished Airing,"Apr 2, 1997","Dec 24, 1997",Spring 1997,J.C.Staff,Original,"Comedy, Drama, Fantasy, Mystery",Shoujo,8.191,1041,7338
Unknown,Special,6,Finished Airing,"Mar 21, 2012","Aug 29, 2012",Unknown,TNK,Light novel,"Comedy, Romance, Ecchi",Unknown,7.271,1042,375
Date A Live IV,TV,12,Finished Airing,"Apr 8, 2022","Jun 24, 2022",Spring 2022,GEEK TOYS,Light novel,"Comedy, Romance, Sci-Fi",Unknown,7.831,1043,3119
Rozen Maiden,TV,12,Finished Airing,"Oct 8, 2004","Dec 24, 2004",Fall 2004,Nomad,Manga,"Action, Comedy, Drama",Seinen,7.411,1044,1879
The Garden of Sinners Chapter 7 A Study in Murder - Part 2,Movie,1,Finished Airing,"Aug 8, 2009",Not Available,Unknown,ufotable,Light novel,"Action, Mystery, Romance, Supernatural, Suspense",Unknown,8.401,1045,2229
Trapped in a Dating Sim The World of Otome Games is Tough for Mobs,TV,12,Finished Airing,"Apr 3, 2022","Jun 19, 2022",Spring 2022,ENGI,Light novel,Fantasy,Unknown,7.361,1046,1474
Fate/Grand Order -First Order-,Special,1,Finished Airing,"Dec 31, 2016",Not Available,Unknown,Lay-duce,Game,"Action, Fantasy, Supernatural",Unknown,6.741,1047,285
The Disastrous Life of Saiki K. Reawakened,ONA,6,Finished Airing,"Dec 30, 2019",Not Available,Unknown,"J.C.Staff, Egg Firm",Manga,"Comedy, Supernatural",Shounen,8.111,1048,413
Fireworks,Movie,1,Finished Airing,"Aug 18, 2017",Not Available,Unknown,Shaft,Other,"Romance, Sci-Fi",Unknown,6.081,1049,474
Bleach the Movie Hell Verse,Movie,1,Finished Airing,"Dec 4, 2010",Not Available,Unknown,Pierrot,Manga,"Action, Adventure, Fantasy",Shounen,7.611,1050,363
Chaika -The Coffin Princess- Avenging Battle,TV,10,Finished Airing,"Oct 9, 2014","Dec 11, 2014",Fall 2014,Bones,Light novel,"Action, Adventure, Comedy, Fantasy, Romance",Unknown,7.181,1051,181
Naruto the Movie 3 Guardians of the Crescent Moon Kingdom,Movie,1,Finished Airing,"Aug 5, 2006",Not Available,Unknown,Pierrot,Manga,"Action, Adventure, Fantasy",Shounen,6.911,1052,154
Love is Like a Cocktail,TV,13,Finished Airing,"Oct 4, 2017","Dec 27, 2017",Fall 2017,Creators in Pack,Web manga,"Comedy, Gourmet, Romance, Slice of Life",Unknown,6.961,1053,366
My Next Life as a Villainess All Routes Lead to Doom! X,TV,12,Finished Airing,"Jul 3, 2021","Sep 18, 2021",Summer 2021,SILVER LINK.,Light novel,"Comedy, Drama, Fantasy, Romance",Shoujo,7.251,1054,951
Kaguya-sama Love is War OVA,OVA,1,Finished Airing,"May 19, 2021",Not Available,Unknown,A-1 Pictures,Manga,"Comedy, Ecchi",Seinen,7.571,1056,487
Berserk The Golden Age Arc II - The Battle for Doldrey,Movie,1,Finished Airing,"Jun 23, 2012",Not Available,Unknown,Studio 4°C,Manga,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",Seinen,7.871,1057,643
Princess Principal,TV,12,Finished Airing,"Jul 9, 2017","Sep 24, 2017",Summer 2017,"Actas, Studio 3Hz",Original,"Action, Mystery",Unknown,7.701,1058,2306
Radiant,TV,21,Finished Airing,"Oct 6, 2018","Feb 23, 2019",Fall 2018,Lerche,Other,"Action, Adventure, Fantasy",Unknown,6.871,1059,384
Unknown,TV,127,Finished Airing,"Oct 5, 2008","Apr 27, 2011",Fall 2008,OLM,Game,Sports,Shounen,7.661,1060,3588
Is It Wrong to Try to Pick Up Girls in a Dungeon? Arrow of the Orion,Movie,1,Finished Airing,"Feb 15, 2019",Not Available,Unknown,J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy, Romance",Unknown,7.441,1061,429
The Disastrous Life of Saiki K. Final Arc,Special,1,Finished Airing,"Dec 28, 2018",Not Available,Unknown,"J.C.Staff, Egg Firm",Manga,"Comedy, Supernatural",Shounen,8.211,1062,354
The Duke of Death and His Maid,TV,12,Finished Airing,"Jul 4, 2021","Sep 19, 2021",Summer 2021,J.C.Staff,Manga,"Comedy, Drama, Supernatural",Unknown,7.631,1063,1461
Kingdom,TV,38,Finished Airing,"Jun 4, 2012","Feb 25, 2013",Summer 2012,Pierrot,Manga,Action,Seinen,7.951,1064,1483
Uta no Prince Sama,TV,13,Finished Airing,"Jul 3, 2011","Sep 24, 2011",Summer 2011,A-1 Pictures,Visual novel,"Comedy, Romance",Shoujo,7.031,1065,1553
Kill la Kill Specials,Special,2,Finished Airing,"Sep 3, 2014",Not Available,Unknown,Trigger,Original,"Action, Comedy, Ecchi",Unknown,7.691,1066,275
Love Lab,TV,13,Finished Airing,"Jul 5, 2013","Sep 27, 2013",Summer 2013,Doga Kobo,Manga,"Comedy, Romance",Unknown,7.321,1067,522
Death Note Relight,Special,2,Finished Airing,"Aug 31, 2007","Aug 22, 2008",Unknown,Madhouse,Manga,"Supernatural, Suspense",Shounen,7.701,1068,581
"If It's for My Daughter, I'd Even Defeat a Demon Lord",TV,12,Finished Airing,"Jul 4, 2019","Sep 19, 2019",Summer 2019,Maho Film,Light novel,"Fantasy, Slice of Life",Unknown,7.101,1069,673
Puella Magi Madoka Magica the Movie Part 2 Eternal,Movie,1,Finished Airing,"Oct 13, 2012",Not Available,Unknown,Shaft,Original,"Drama, Suspense",Unknown,8.371,1070,1010
Naruto Shippuden Movie 3 - The Will of Fire,Movie,1,Finished Airing,"Aug 1, 2009",Not Available,Unknown,Pierrot,Manga,"Action, Adventure, Fantasy",Shounen,7.331,1071,114
Unknown,ONA,12,Finished Airing,"May 16, 2011","Jul 26, 2012",Unknown,"Barnum Studio, TYO Animations",Manga,Comedy,Seinen,7.211,1072,558
Laid-Back Camp Season 2,TV,13,Finished Airing,"Jan 7, 2021","Apr 1, 2021",Winter 2021,C-Station,Manga,Slice of Life,Unknown,8.531,1073,2668
Cat Planet Cuties,TV,12,Finished Airing,"Jul 11, 2010","Sep 26, 2010",Summer 2010,AIC PLUS+,Light novel,"Comedy, Romance, Sci-Fi, Ecchi",Unknown,6.591,1074,503
Unknown,Movie,1,Finished Airing,"Aug 22, 2015",Not Available,Unknown,Production IMS,Light novel,"Romance, Sci-Fi",Unknown,7.341,1075,580
Unknown,OVA,1,Finished Airing,"Dec 6, 2013",Not Available,Unknown,AIC PLUS+,Light novel,"Comedy, Romance, Sci-Fi",Unknown,7.331,1076,348
Sword Art Online the Movie Progressive - Aria of a Starless Night,Movie,1,Finished Airing,"Oct 30, 2021",Not Available,Unknown,A-1 Pictures,Light novel,"Action, Adventure, Fantasy",Unknown,8.011,1077,1985
The Greatest Demon Lord Is Reborn as a Typical Nobody,TV,12,Finished Airing,"Apr 6, 2022","Jun 22, 2022",Spring 2022,"SILVER LINK., Blade",Light novel,"Action, Fantasy",Unknown,6.261,1078,1352
The Squid Girl,TV,12,Finished Airing,"Oct 5, 2010","Dec 21, 2010",Fall 2010,Diomedéa,Manga,"Comedy, Slice of Life",Shounen,7.421,1079,1013
Cross Ange Rondo of Angel and Dragon,TV,25,Finished Airing,"Oct 5, 2014","Mar 29, 2015",Fall 2014,Sunrise,Original,"Action, Sci-Fi",Unknown,7.391,1081,1569
Puella Magi Madoka Magica the Movie Part 1 Beginnings,Movie,1,Finished Airing,"Oct 6, 2012",Not Available,Unknown,Shaft,Original,"Drama, Suspense",Unknown,8.221,1081,886
Student Council's Discretion,TV,12,Finished Airing,"Oct 3, 2009","Dec 19, 2009",Fall 2009,Studio Deen,Light novel,Comedy,Unknown,7.321,1082,700
Bludgeoning Angel Dokuro-chan,OVA,4,Finished Airing,"Mar 13, 2005","Sep 22, 2005",Unknown,"Hal Film Maker, Nomad",Light novel,"Comedy, Ecchi",Unknown,6.541,1083,711
Non Non Biyori Repeat,TV,12,Finished Airing,"Jul 7, 2015","Sep 22, 2015",Summer 2015,SILVER LINK.,Manga,Slice of Life,Seinen,8.181,1084,1277
Occultic;Nine,TV,12,Finished Airing,"Oct 9, 2016","Dec 25, 2016",Fall 2016,A-1 Pictures,Light novel,"Mystery, Sci-Fi",Unknown,6.901,1085,448
Tenchi Muyo! War on Geminar,OVA,13,Finished Airing,"May 22, 2009","May 26, 2010",Unknown,"AIC Spirits, BeSTACK",Original,"Action, Comedy, Fantasy, Ecchi",Unknown,7.771,1086,1752
I Can't Understand What My Husband Is Saying 2nd Thread,TV,13,Finished Airing,"Apr 3, 2015","Jun 26, 2015",Spring 2015,Seven,4-koma manga,"Comedy, Romance",Seinen,7.331,1087,188
Initial D Second Stage,TV,13,Finished Airing,"Oct 15, 1999","Jan 21, 2000",Fall 1999,Pastel,Manga,"Action, Drama",Seinen,8.151,1088,889
Digimon Tamers,TV,51,Finished Airing,"Apr 1, 2001","Mar 31, 2002",Spring 2001,Toei Animation,Original,"Adventure, Comedy, Drama, Fantasy",Shounen,7.631,1089,1751
Zombie Land Saga Revenge,TV,12,Finished Airing,"Apr 8, 2021","Jun 24, 2021",Spring 2021,MAPPA,Original,"Comedy, Supernatural",Unknown,8.021,1090,1384
Hitori no Shita - The Outcast,TV,12,Finished Airing,"Jul 9, 2016","Sep 24, 2016",Summer 2016,Namu Animation,Web manga,"Action, Supernatural",Unknown,6.821,1091,423
Gintama. Silver Soul Arc,TV,12,Finished Airing,"Jan 8, 2018","Mar 26, 2018",Winter 2018,Bandai Namco Pictures,Manga,"Action, Comedy, Sci-Fi",Shounen,8.811,1092,1089
UQ Holder!,TV,12,Finished Airing,"Oct 3, 2017","Dec 19, 2017",Fall 2017,J.C.Staff,Manga,"Action, Fantasy, Sci-Fi",Shounen,6.941,1093,356
My Hero Academia World Heroes' Mission,Movie,1,Finished Airing,"Aug 6, 2021",Not Available,Unknown,Bones,Manga,Action,Shounen,7.571,1093,908
Kino's Journey -the Beautiful World- the Animated Series,TV,12,Finished Airing,"Oct 6, 2017","Dec 22, 2017",Fall 2017,Lerche,Light novel,"Action, Adventure, Slice of Life",Unknown,7.601,1095,943
Monster Girl Doctor,TV,12,Finished Airing,"Jul 12, 2020","Sep 27, 2020",Summer 2020,Arvo Animation,Light novel,"Comedy, Fantasy, Romance, Ecchi",Unknown,6.531,1096,353
Unknown,OVA,12,Finished Airing,"Aug 14, 2011","Dec 31, 2011",Unknown,Lerche,Manga,"Comedy, Supernatural",Unknown,7.881,1097,1551
Elfen Lied In the Passing Rain,Special,1,Finished Airing,"Apr 21, 2005",Not Available,Unknown,Arms,Manga,"Drama, Horror, Supernatural, Ecchi",Seinen,7.151,1098,233
"Listen to Me, Girls. I Am Your Father!",TV,12,Finished Airing,"Jan 11, 2012","Mar 28, 2012",Winter 2012,feel.,Light novel,"Comedy, Romance, Slice of Life",Unknown,7.281,1099,623
Michiko & Hatchin,TV,22,Finished Airing,"Oct 16, 2008","Mar 19, 2009",Fall 2008,Manglobe,Original,"Action, Adventure",Unknown,7.841,1100,2235
When They Cry Rei,OVA,5,Finished Airing,"Feb 25, 2009","Aug 21, 2009",Unknown,Studio Deen,Visual novel,"Mystery, Supernatural, Suspense",Unknown,7.411,1102,439
If Her Flag Breaks,TV,13,Finished Airing,"Apr 7, 2014","Jun 30, 2014",Spring 2014,Hoods Entertainment,Light novel,"Comedy, Romance",Unknown,6.381,1103,245
My Hero Academia Training of the Dead,OVA,1,Finished Airing,"Jun 2, 2017",Not Available,Unknown,Bones,Manga,Action,Shounen,7.241,1104,198
OreImo Specials,ONA,4,Finished Airing,"Feb 22, 2011","May 31, 2011",Unknown,AIC Build,Light novel,"Comedy, Romance",Unknown,7.351,1105,198
WATATEN! an Angel Flew Down to Me,TV,12,Finished Airing,"Jan 8, 2019","Mar 26, 2019",Winter 2019,Doga Kobo,4-koma manga,"Comedy, Girls Love, Slice of Life",Unknown,7.301,1106,898
Colorful The Motion Picture,Movie,1,Finished Airing,"Aug 21, 2010",Not Available,Unknown,"Sunrise, Ascension",Novel,"Drama, Slice of Life, Supernatural",Unknown,7.771,1107,1171
Granblue Fantasy The Animation,TV,13,Finished Airing,"Apr 2, 2017","Jun 25, 2017",Spring 2017,A-1 Pictures,Game,"Adventure, Fantasy",Unknown,6.641,1108,283
Strike the Blood Second,OVA,8,Finished Airing,"Nov 23, 2016","May 24, 2017",Unknown,"SILVER LINK., Connect",Light novel,"Action, Fantasy, Supernatural, Ecchi",Unknown,7.001,1109,226
Another The Other,OVA,1,Finished Airing,"May 26, 2012",Not Available,Unknown,P.A. Works,Novel,"Horror, Mystery, Suspense",Unknown,7.281,1110,163
Unknown,TV,13,Finished Airing,"Apr 2, 2011","Jun 25, 2011",Spring 2011,Seven Arcs,Original,"Action, Adventure, Fantasy",Unknown,6.881,1111,550
The Garden of Sinners Chapter 6 Oblivion Recording,Movie,1,Finished Airing,"Dec 20, 2008",Not Available,Unknown,ufotable,Light novel,"Action, Mystery, Romance, Supernatural, Suspense",Unknown,7.471,1112,178
Ride Your Wave,Movie,1,Finished Airing,"Jun 21, 2019",Not Available,Unknown,Science SARU,Original,"Drama, Romance, Supernatural",Unknown,7.601,1113,1123
How a Realist Hero Rebuilt the Kingdom Part 2,TV,13,Finished Airing,"Jan 9, 2022","Apr 3, 2022",Winter 2022,J.C.Staff,Light novel,"Action, Fantasy, Romance",Unknown,7.451,1114,1257
Myself; Yourself,TV,13,Finished Airing,"Oct 3, 2007","Dec 26, 2007",Fall 2007,Doga Kobo,Visual novel,"Drama, Romance",Unknown,7.131,1115,765
Humanity Has Declined,TV,12,Finished Airing,"Jul 2, 2012","Sep 17, 2012",Summer 2012,AIC ASTA,Light novel,"Adventure, Comedy, Fantasy",Unknown,7.741,1116,1916
Space Brothers,TV,99,Finished Airing,"Apr 1, 2012","Mar 22, 2014",Spring 2012,A-1 Pictures,Manga,"Comedy, Sci-Fi, Slice of Life",Seinen,8.501,1117,3703
Gintama. Slip Arc,TV,13,Finished Airing,"Oct 2, 2017","Dec 25, 2017",Fall 2017,Bandai Namco Pictures,Manga,"Action, Comedy, Sci-Fi",Shounen,8.521,1118,843
Unknown,Movie,1,Finished Airing,"Jul 23, 2016",Not Available,Unknown,Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,7.911,1119,318
D.Gray-man HALLOW,TV,13,Finished Airing,"Jul 5, 2016","Sep 27, 2016",Summer 2016,TMS Entertainment,Manga,"Action, Adventure",Shounen,7.711,1120,1013
Gunslinger Girl,TV,13,Finished Airing,"Oct 9, 2003","Feb 19, 2004",Fall 2003,Madhouse,Manga,"Action, Drama, Sci-Fi",Unknown,7.391,1121,1122
D.N.Angel,TV,26,Finished Airing,"Apr 3, 2003","Sep 25, 2003",Spring 2003,Xebec,Manga,"Action, Comedy, Fantasy, Romance",Shoujo,7.171,1122,1251
Sleepy Princess in the Demon Castle,TV,12,Finished Airing,"Oct 6, 2020","Dec 22, 2020",Fall 2020,Doga Kobo,Manga,"Comedy, Fantasy",Shounen,7.991,1123,1941
Life Lessons with Uramichi-Oniisan,TV,13,Finished Airing,"Jul 6, 2021","Sep 28, 2021",Summer 2021,Studio Blanc,Web manga,"Comedy, Slice of Life",Unknown,7.701,1124,1868
Tenjho Tenge,TV,24,Finished Airing,"Apr 2, 2004","Sep 17, 2004",Spring 2004,Madhouse,Manga,"Action, Comedy, Ecchi",Shounen,6.891,1125,577
Flip Flappers,TV,13,Finished Airing,"Oct 6, 2016","Dec 29, 2016",Fall 2016,Studio 3Hz,Original,"Adventure, Comedy, Sci-Fi",Unknown,7.651,1126,2071
Unknown,TV,50,Finished Airing,"Oct 2, 2019","Sep 30, 2020",Fall 2019,Diomedéa,Manga,Sports,Shounen,7.281,1127,771
Bokurano,TV,24,Finished Airing,"Apr 9, 2007","Sep 25, 2007",Spring 2007,Gonzo,Manga,"Drama, Sci-Fi",Seinen,7.621,1128,1133
Kemono Michi Rise Up,TV,12,Finished Airing,"Oct 2, 2019","Dec 18, 2019",Fall 2019,ENGI,Manga,"Comedy, Fantasy",Shounen,6.621,1129,234
